╒══╕
│  │
╘══╛
cbz..... | ...... | 1001 nuits de Schéhérazade (Les)
cbz..... | T14... | Cycle La compagnie de la banquise - Terre de feu, terre de sang
  => ====[Science-fiction]====

╒════════════════════════════════╕
│ Compagnons du crépuscule (Les) │
╘════════════════════════════════╛
cbz..... | T01... | Le sortilège du bois des brumes
cbz..... | T02... | Les yeux d'étain de la ville glauque
cbz..... | T03... | Le dernier chant des Malaterre
  => ====[Fantasy]====

╒═══════════════════════════════╕
│ Complainte des landes perdues │
╘═══════════════════════════════╛
cbz..... | T01... | Sioban
cbz..... | T02... | Blackmore
cbz..... | T03... | Dame Gerfaut
cbz..... | T04... | Kyle of Klanach
cbz..... | T05... | Moriganes
cbz..... | T06... | Le guinea lord
  => ====[Fantasy]====

╒══════════════════════╕
│ Comptine d'halloween │
╘══════════════════════╛
cbz..... | T01... | Réminiscences
cbz..... | T02... | Farces macabres
cbz..... | T03... | Révélations
  => ====[Fantastique]====

╒═══════════════════════╕
│ Concombre masqué (Le) │
╘═══════════════════════╛
cbz..... | T01... | Les années Vaillant
cbz..... | T02... | Les années Pilote
cbz..... | T03... | Les années Echo
cbz..... | T04... | Les années Spirou
cbz..... | T05... | Les années Internet
  => ====[BD classique]====

╒════════╕
│ Condor │
╘════════╛
cbz..... | T01... | L'otage
cbz..... | T02... | Alerte en Afrique
cbz..... | T03... | L'empire du pacifique
cbz..... | T04... | Le testament de Marius Casanova
cbz..... | T05... | Operette marseillaise
cbz..... | T06... | Le rendez-vous de Yu-Moon
  => ====[Aventure]====

╒══════════════════════════╕
│ Conjuration d'opale (La) │
╘══════════════════════════╛
cbz..... | T01... | Le serment
cbz..... | T02... | La loge
cbz..... | T03... | Les gemmes
cbz..... | T04... | Les ordonnances
  => ====[Aventure]====

╒════════╕
│ Conrad │
╘════════╛
cbz..... | T01... | Le piège malais
cbz..... | T02... | Le piège malais
  => ====[Aventure]====

╒══════════════╕
│ Contact (Le) │
╘══════════════╛
cbz..... | T01... | Le contact
  => ====[Fantastique]====

╒═════════════════════════════╕
│ Contes de Brocéliande (Les) │
╘═════════════════════════════╛
cbz..... | T01... | La dryade
cbz..... | T02... | Polbik le korrigan
cbz..... | T03... | Les dames de Brocéliande
cbz..... | T04... | Du rififi en Bretagne
  => ====[Fantasy]====

╒═════════════════════════╕
│ Contes de l'Ankou (Les) │
╘═════════════════════════╛
cbz..... | T01... | Hantise
cbz..... | T02... | Qui est mon père
cbz..... | T03... | Au royaume des morts
  => ====[Fantastique]====

╒═════════════════════════════╕
│ Contes de Mortepierre (Les) │
╘═════════════════════════════╛
cbz..... | T01... | Florie
cbz..... | T02... | La nuit des chauves-souris
  => ====[Fantasy]====

╒══════════════════════════╕
│ Contes du Korrigan (Les) │
╘══════════════════════════╛
cbz..... | T01... | Les trésors enfoui
cbz..... | T02... | Les mille visages du diable
cbz..... | T03... | Les fleurs d'écume
cbz..... | T04... | La pierre de justice
cbz..... | T05... | L'île d'émeraude
cbz..... | T06... | Au pays des Highlands
cbz..... | T07... | L'assemblée des bardes
cbz..... | T08... | Les noces féériques
  => ====[Fantasy]====

╒══════════╕
│ Corentin │
╘══════════╛
cbz..... | T01... | L'extraordinaire odyssée de Corentin
cbz..... | T02... | Les nouvelles aventures de Corentin
cbz..... | T03... | Corentin chez les peaux-rouges
cbz..... | T04... | Le poignard magique
cbz..... | T05... | Le signe du cobra
cbz..... | T06... | Corentin et le prince des sables
cbz..... | T07... | Le royaume des eaux noires
  => ====[Aventure]====

╒═════════════════════╕
│ Cori le moussaillon │
╘═════════════════════╛
cbz..... | T01... | L'invincible armada - Les espions de la reine
cbz..... | T02... | L'invincible armada - Le dragon des mers
cbz..... | T03... | Cap sur l'or
  => ====[Histoire]====\= Pirates, aventures sur la mer

╒═════════════════════╕
│ Cori le Moussaillon │
╘═════════════════════╛
cbz..... | T04... | L'expédition maudite
cbz..... | T05... | Dali capitan
  => ====[Histoire]====\= Pirates, aventures sur la mer

╒════════════════════╕
│ Corinne et Jeannot │
╘════════════════════╛
cbz..... | T01... | On peut se marrier
cbz..... | T02... | Corinne et Jeannot et l'agent Bodart
cbz..... | T03... | Corinne et Jeannot en vacances
cbz..... | T04... | Jeannot haime Corinne
cbz..... | T05... | Retours de baton
cbz..... | T06... | De pire en pire
cbz..... | T07... | Cadeaux maudits
cbz..... | THS... | On peut se marrier
  => ====[BD classique]====

╒═════════════════════════════╕
│ Corsaires d'Alcibiade (Les) │
╘═════════════════════════════╛
cbz..... | T01... | Elites secretes
cbz..... | T02... | Le rival
cbz..... | T03... | Le francais
cbz..... | T04... | Le projet secret
cbz..... | T05... | Alètheia
  => ====[Aventure]====

╒═══════════════╕
│ Corto Maltese │
╘═══════════════╛
cbz..... | T01... | La jeunesse 1905-1905
cbz..... | T02... | Les helvétiques
cbz..... | T03... | La ballade de la mer salée
cbz..... | T04... | Suite caraïbéenne
cbz..... | T05... | Sous le drapeau des pirates
cbz..... | T06... | La maison dorée de Samarkand
cbz..... | T07... | Mû
cbz..... | T08... | Fable de Venise
cbz..... | T09... | Tango
cbz..... | T10... | Corto Maltese en Sibérie
cbz..... | T11... | Lointaines îles du vent
cbz..... | T12... | La lagune des mystères
cbz..... | T13... | Les celtiques
cbz..... | T14... | Les Ethiopiques
  => ====[Aventure]====

╒══════════════╕
│ Cosmik Roger │
╘══════════════╛
cbz..... | T01... | Cosmik Roger
cbz..... | T02... | Une planète sinon rien
cbz..... | T03... | Contre le général Gore
cbz..... | T04... | Le rendez-vous des anneaux
cbz..... | T05... | Les 12 travaux de Cosmik Roger
cbz..... | T06... | Tragical Cosmik tour
  => ====[Parodies, humour]====

╒════════════════════════════╕
│ Cosmonautes du futur (Les) │
╘════════════════════════════╛
cbz..... | T01... | Les cosmonautes du futur
cbz..... | T02... | Le retour
cbz..... | T03... | Résurrection
  => ====[BD classique]====

╒═══════╕
│ Costa │
╘═══════╛
cbz..... | T01... | Les jonques pourpres
cbz..... | T02... | Gabriella
cbz..... | T03... | Bolivia Coca
cbz..... | T04... | Tusk connection
cbz..... | T05... | Urubu destiny
cbz..... | T06... | La Sidaïque
  => ====[Aventure]====

╒═════════════════════════╕
│ Couronne de foudre (La) │
╘═════════════════════════╛
cbz..... | T01... | La louve blessée
  => ====[Fantasy]====

╒════════╕
│ Crache │
╘════════╛
cbz..... | T01... | Le dernier homme sur terre
  => ====[Science-fiction]====

╒═══════════════════════╕
│ Cranach de Morganloup │
╘═══════════════════════╛
cbz..... | T01... | Le voyageur des portes
cbz..... | T02... | La pierre bleue de Naja
  => ====[Fantasy]====

╒═══════════════════╕
│ Crannibales (Les) │
╘═══════════════════╛
cbz..... | T01... | A table !
cbz..... | T02... | On mange qui ce soir
cbz..... | T03... | Pour qui sonne le gras
cbz..... | T04... | L'aile ou la cuisse
cbz..... | T05... | Crannibal pursuit
cbz..... | T06... | Abracada...MIAM !
cbz..... | T07... | Crunch !
cbz..... | T08... | Pêche au gros
  => ====[BD classique]====

╒═══════════════════════════╕
│ Crépuscule des dieux (Le) │
╘═══════════════════════════╛
cbz..... | T01... | La malédiction des Nibelungen
cbz..... | T02... | Siegfried
cbz..... | T03... | Fafner
